HOG	OG	Gene Tree Parent Clade	53503-Pc.singCopy	uniProt.taxonomy_id_500485
N0.HOG0001233	OG0001096	-		Pc22g10940, Pc16g11340, Pc16g05990
N0.HOG0001234	OG0001097	-		Pc22g11490, Pc16g06030, Pc21g04690
N0.HOG0001235	OG0001098	-		Pc16g04520, Pc21g22540, Pc23g00610
N0.HOG0001236	OG0001099	-		Pc20g00390, Pc21g22510, Pc16g10420
N0.HOG0001237	OG0001100	-		Pc21g10580, Pc18g02540, Pc16g10730
N0.HOG0001238	OG0001101	-		Pc23g00910, Pc22g07740, Pc16g05030
N0.HOG0001239	OG0001102	-		Pc16g06430, Pc21g01320, Pc22g15420
N0.HOG0001240	OG0001103	-		Pc16g06480, Pc16g14120, Pc21g14650
N0.HOG0001241	OG0001104	-		Pc22g17710, Pc16g11970, Pc22g07480
N0.HOG0001242	OG0001105	-		Pc21g08370, Pc16g12040, Pc20g04460
N0.HOG0001243	OG0001106	-		Pc21g00520, Pc23g00840, Pc16g14820
N0.HOG0001244	OG0001107	-		Pc22g21300, Pc16g13380, Pc22g21360
N0.HOG0001245	OG0001108	-		Pc16g13550, Pc20g03250, Pc22g14620
N0.HOG0001246	OG0001109	-		Pc17g01200, Pc24g02730, Pc24g01620
N0.HOG0001247	OG0001110	-		Pc24g01920, Pc18g06540, Pc22g08930
N0.HOG0001248	OG0001111	-		Pc19g00290, Pc23g00870, Pc22g26760
N0.HOG0001249	OG0001112	-		Pc19g00370, Pc20g05970, Pc22g25730
N0.HOG0001250	OG0001113	-		Pc20g15400, Pc21g06490, Pc21g17080
N0.HOG0001251	OG0001114	-		Pc22g07640, Pc22g21600, Pc20g10280
N0.HOG0001252	OG0001115	-		Pc22g05020, Pc21g23590, Pc20g06340
N0.HOG0001253	OG0001116	-		Pc20g06590, Pc21g04130, Pc20g06560
N0.HOG0001254	OG0001117	-		Pc21g10180, Pc21g03040, Pc21g17160
N0.HOG0001255	OG0001118	-		Pc21g19690, Pc21g23600, Pc22g12060
N0.HOG0001256	OG0001119	-		Pc21g08290, Pc21g06830, Pc21g08280
N0.HOG0001257	OG0001120	-		Pc21g15580, Pc21g15590, Pc21g15570
N0.HOG0001258	OG0001121	-		Pc21g22380, Pc22g13160, Pc21g20910
N0.HOG0001259	OG0001122	-		Pc21g04000, Pc21g03980, Pc21g09590
N0.HOG0001260	OG0001123	-		Pc22g26040, Pc24g02040, Pc24g01080
N0.HOG0001261	OG0001124	-		Pc23g00350, Pc24g02750, Pc24g01640
N0.HOG0001262	OG0001125	-		Pc24g00870, Pc24g01750, Pc24g01400
N0.HOG0001263	OG0001126	-		Pc24g02390, Pc24g01380, Pc24g01770
N0.HOG0001264	OG0001127	-	53503-Pc.00g005580.m01.polypeptide.OG0001702	Pc12g16550
N0.HOG0001265	OG0001128	-	53503-Pc.00g005560.m01.polypeptide.OG0001704	Pc12g16530
N0.HOG0001266	OG0001129	-	53503-Pc.00g005550.m01.polypeptide.OG0001705	Pc12g16520
N0.HOG0001267	OG0001130	-	53503-Pc.00g005520.m01.polypeptide.OG0001706	Pc12g16490
N0.HOG0001268	OG0001131	-	53503-Pc.00g005510.m01.polypeptide.OG0001707	Pc12g16470
N0.HOG0001269	OG0001132	-	53503-Pc.00g005480.m01.polypeptide.OG0001708	Pc12g16440
N0.HOG0001270	OG0001133	-	53503-Pc.00g005470.m01.polypeptide.OG0001710	Pc12g16420
N0.HOG0001271	OG0001134	-	53503-Pc.00g005440.m01.polypeptide.OG0001712	Pc12g16370
N0.HOG0001272	OG0001135	-	53503-Pc.00g005430.m01.polypeptide.OG0001713	Pc12g16360
N0.HOG0001273	OG0001136	-	53503-Pc.00g005420.m01.polypeptide.OG0001714	Pc12g16350
N0.HOG0001274	OG0001137	-	53503-Pc.00g005410.m01.polypeptide.OG0001715	Pc12g16330
N0.HOG0001275	OG0001138	-	53503-Pc.00g005400.m01.polypeptide.OG0001716	Pc12g16320
N0.HOG0001276	OG0001139	-	53503-Pc.00g005390.m01.polypeptide.OG0001717	Pc12g16310
N0.HOG0001277	OG0001140	-	53503-Pc.00g005380.m01.polypeptide.OG0001718	Pc12g16300
N0.HOG0001278	OG0001141	-	53503-Pc.00g005370.m01.polypeptide.OG0001720	Pc12g16290
N0.HOG0001279	OG0001142	-	53503-Pc.00g005360.m01.polypeptide.OG0001721	Pc12g16280
N0.HOG0001280	OG0001143	-	53503-Pc.00g005350.m01.polypeptide.OG0001722	Pc12g16270
N0.HOG0001281	OG0001144	-	53503-Pc.00g005340.m01.polypeptide.OG0001723	Pc12g16260
N0.HOG0001282	OG0001145	-	53503-Pc.00g005330.m01.polypeptide.OG0001724	Pc12g16250
N0.HOG0001283	OG0001146	-	53503-Pc.00g005320.m01.polypeptide.OG0001725	Pc12g16240
N0.HOG0001284	OG0001147	-	53503-Pc.00g005290.m01.polypeptide.OG0001726	Pc12g16210
N0.HOG0001285	OG0001148	-	53503-Pc.00g005280.m01.polypeptide.OG0001727	Pc12g16200
N0.HOG0001286	OG0001149	-	53503-Pc.00g005260.m01.polypeptide.OG0001729	Pc12g16180
N0.HOG0001287	OG0001150	-	53503-Pc.00g005250.m01.polypeptide.OG0001730	Pc12g16170
N0.HOG0001288	OG0001151	-	53503-Pc.00g005230.m01.polypeptide.OG0001731	Pc12g16150
N0.HOG0001289	OG0001152	-	53503-Pc.00g005240.m01.polypeptide.OG0001732	Pc12g16160
N0.HOG0001290	OG0001153	-	53503-Pc.00g005200.m01.polypeptide.OG0001734	Pc12g16100
N0.HOG0001291	OG0001154	-	53503-Pc.00g005190.m01.polypeptide.OG0001735	Pc12g16090
N0.HOG0001292	OG0001155	-	53503-Pc.00g005180.m01.polypeptide.OG0001736	Pc12g16080
N0.HOG0001293	OG0001156	-	53503-Pc.00g005170.m01.polypeptide.OG0001737	Pc12g16070
N0.HOG0001294	OG0001157	-	53503-Pc.00g005160.m01.polypeptide.OG0001738	Pc12g16060
N0.HOG0001295	OG0001158	-	53503-Pc.00g005150.m01.polypeptide.OG0001739	Pc12g16050
N0.HOG0001296	OG0001159	-	53503-Pc.00g005140.m01.polypeptide.OG0001740	Pc12g16040
N0.HOG0001297	OG0001160	-	53503-Pc.00g005130.m01.polypeptide.OG0001741	Pc12g16030
N0.HOG0001298	OG0001161	-	53503-Pc.00g005100.m01.polypeptide.OG0001742	Pc12g16000
N0.HOG0001299	OG0001162	-	53503-Pc.00g005080.m01.polypeptide.OG0001744	Pc12g15980
N0.HOG0001300	OG0001163	-	53503-Pc.00g005070.m01.polypeptide.OG0001745	Pc12g15970
N0.HOG0001301	OG0001164	-	53503-Pc.00g005060.m01.polypeptide.OG0001746	Pc12g15960
N0.HOG0001302	OG0001165	-	53503-Pc.00g062290.m01.polypeptide.OG0001748	Pc12g15940
N0.HOG0001303	OG0001166	-	53503-Pc.00g062280.m01.polypeptide.OG0001749	Pc12g15930
N0.HOG0001304	OG0001167	-	53503-Pc.00g062250.m01.polypeptide.OG0001751	Pc12g15890
N0.HOG0001305	OG0001168	-	53503-Pc.00g062200.m01.polypeptide.OG0001752	Pc12g15820
N0.HOG0001306	OG0001169	-	53503-Pc.00g062210.m01.polypeptide.OG0001753	Pc12g15830
N0.HOG0001307	OG0001170	-	53503-Pc.00g062230.m01.polypeptide.OG0001755	Pc12g15850
N0.HOG0001308	OG0001171	-	53503-Pc.00g067320.m01.polypeptide.OG0001756	Pc12g15790
N0.HOG0001309	OG0001172	-	53503-Pc.00g067330.m01.polypeptide.OG0001757	Pc12g15780
N0.HOG0001310	OG0001173	-	53503-Pc.00g067350.m01.polypeptide.OG0001758	Pc12g15750
N0.HOG0001311	OG0001174	-	53503-Pc.00g067360.m01.polypeptide.OG0001759	Pc12g15740
N0.HOG0001312	OG0001175	-	53503-Pc.00g067380.m01.polypeptide.OG0001761	Pc12g15720
N0.HOG0001313	OG0001176	-	53503-Pc.00g067420.m01.polypeptide.OG0001763	Pc12g15670
N0.HOG0001314	OG0001177	-	53503-Pc.00g086020.m01.polypeptide.OG0001764	Pc12g15650
N0.HOG0001315	OG0001178	-	53503-Pc.00g086030.m01.polypeptide.OG0001765	Pc12g15640
N0.HOG0001316	OG0001179	-	53503-Pc.00g086050.m01.polypeptide.OG0001766	Pc12g15620
N0.HOG0001317	OG0001180	-	53503-Pc.00g086060.m01.polypeptide.OG0001767	Pc12g15610
N0.HOG0001318	OG0001181	-	53503-Pc.00g086070.m01.polypeptide.OG0001768	Pc12g15600
N0.HOG0001319	OG0001182	-	53503-Pc.00g092140.m01.polypeptide.OG0001769	Pc12g15540
N0.HOG0001320	OG0001183	-	53503-Pc.00g092130.m01.polypeptide.OG0001770	Pc12g15550
N0.HOG0001321	OG0001184	-	53503-Pc.00g092150.m01.polypeptide.OG0001771	Pc12g15520
N0.HOG0001322	OG0001185	-	53503-Pc.00g046300.m01.polypeptide.OG0001773	Pc12g15500
N0.HOG0001323	OG0001186	-	53503-Pc.00g046310.m01.polypeptide.OG0001774	Pc12g15490
N0.HOG0001324	OG0001187	-	53503-Pc.00g046360.m01.polypeptide.OG0001775	Pc12g15440
N0.HOG0001325	OG0001188	-	53503-Pc.00g046370.m01.polypeptide.OG0001776	Pc12g15430
N0.HOG0001326	OG0001189	-	53503-Pc.00g046380.m01.polypeptide.OG0001777	Pc12g15420
N0.HOG0001327	OG0001190	-	53503-Pc.00g003160.m01.polypeptide.OG0001778	Pc13g10790
N0.HOG0001328	OG0001191	-	53503-Pc.00g003170.m01.polypeptide.OG0001779	Pc13g10780
N0.HOG0001329	OG0001192	-	53503-Pc.00g003180.m01.polypeptide.OG0001780	Pc13g10770
N0.HOG0001330	OG0001193	-	53503-Pc.00g003190.m01.polypeptide.OG0001781	Pc13g10760
N0.HOG0001331	OG0001194	-	53503-Pc.00g003200.m01.polypeptide.OG0001782	Pc13g10750
N0.HOG0001332	OG0001195	-	53503-Pc.00g003210.m01.polypeptide.OG0001783	Pc13g10740
N0.HOG0001333	OG0001196	-	53503-Pc.00g003240.m01.polypeptide.OG0001784	Pc13g10710
N0.HOG0001334	OG0001197	-	53503-Pc.00g003260.m01.polypeptide.OG0001785	Pc13g10690
N0.HOG0001335	OG0001198	-	53503-Pc.00g003270.m01.polypeptide.OG0001786	Pc13g10670
N0.HOG0001336	OG0001199	-	53503-Pc.00g003290.m01.polypeptide.OG0001788	Pc13g10650
N0.HOG0001337	OG0001200	-	53503-Pc.00g003330.m01.polypeptide.OG0001791	Pc13g10610
N0.HOG0001338	OG0001201	-	53503-Pc.00g003350.m01.polypeptide.OG0001794	Pc13g10590
N0.HOG0001339	OG0001202	-	53503-Pc.00g003380.m01.polypeptide.OG0001795	Pc13g10550
N0.HOG0001340	OG0001203	-	53503-Pc.00g003390.m01.polypeptide.OG0001796	Pc13g10540
N0.HOG0001341	OG0001204	-	53503-Pc.00g003440.m01.polypeptide.OG0001799	Pc13g10490
N0.HOG0001342	OG0001205	-	53503-Pc.00g003450.m01.polypeptide.OG0001800	Pc13g10480
N0.HOG0001343	OG0001206	-	53503-Pc.00g003460.m01.polypeptide.OG0001801	Pc13g10450
N0.HOG0001344	OG0001207	-	53503-Pc.00g003500.m01.polypeptide.OG0001803	Pc13g10400
N0.HOG0001345	OG0001208	-	53503-Pc.00g003520.m01.polypeptide.OG0001804	Pc13g10380
N0.HOG0001346	OG0001209	-	53503-Pc.00g003540.m01.polypeptide.OG0001805	Pc13g10360
N0.HOG0001347	OG0001210	-	53503-Pc.00g003550.m01.polypeptide.OG0001806	Pc13g10330
N0.HOG0001348	OG0001211	-	53503-Pc.00g003590.m01.polypeptide.OG0001808	Pc13g10290
N0.HOG0001349	OG0001212	-	53503-Pc.00g003600.m01.polypeptide.OG0001809	Pc13g10280
N0.HOG0001350	OG0001213	-	53503-Pc.00g003610.m01.polypeptide.OG0001810	Pc13g10270
N0.HOG0001351	OG0001214	-	53503-Pc.00g003640.m01.polypeptide.OG0001811	Pc13g10240
N0.HOG0001352	OG0001215	-	53503-Pc.00g003650.m01.polypeptide.OG0001812	Pc13g10230
N0.HOG0001353	OG0001216	-	53503-Pc.00g003660.m01.polypeptide.OG0001813	Pc13g10210
N0.HOG0001354	OG0001217	-	53503-Pc.00g003690.m01.polypeptide.OG0001814	Pc13g10170
N0.HOG0001355	OG0001218	-	53503-Pc.00g003700.m01.polypeptide.OG0001815	Pc13g10160
N0.HOG0001356	OG0001219	-	53503-Pc.00g003710.m01.polypeptide.OG0001816	Pc13g10150
N0.HOG0001357	OG0001220	-	53503-Pc.00g003720.m01.polypeptide.OG0001817	Pc13g10140
N0.HOG0001358	OG0001221	-	53503-Pc.00g064980.m01.polypeptide.OG0001818	Pc13g10100
N0.HOG0001359	OG0001222	-	53503-Pc.00g065010.m01.polypeptide.OG0001820	Pc13g10070
N0.HOG0001360	OG0001223	-	53503-Pc.00g065020.m01.polypeptide.OG0001821	Pc13g10060
N0.HOG0001361	OG0001224	-	53503-Pc.00g065030.m01.polypeptide.OG0001822	Pc13g10050
N0.HOG0001362	OG0001225	-	53503-Pc.00g065060.m01.polypeptide.OG0001824	Pc13g10000
N0.HOG0001363	OG0001226	-	53503-Pc.00g065070.m01.polypeptide.OG0001825	Pc13g09980
N0.HOG0001364	OG0001227	-	53503-Pc.00g065080.m01.polypeptide.OG0001826	Pc13g09970
N0.HOG0001365	OG0001228	-	53503-Pc.00g065090.m01.polypeptide.OG0001827	Pc13g09960
N0.HOG0001366	OG0001229	-	53503-Pc.00g065100.m01.polypeptide.OG0001828	Pc13g09950
N0.HOG0001367	OG0001230	-	53503-Pc.00g086240.m01.polypeptide.OG0001829	Pc13g09940
N0.HOG0001368	OG0001231	-	53503-Pc.00g086250.m01.polypeptide.OG0001830	Pc13g09930
N0.HOG0001369	OG0001232	-	53503-Pc.00g086260.m01.polypeptide.OG0001831	Pc13g09920
N0.HOG0001370	OG0001233	-	53503-Pc.00g086270.m01.polypeptide.OG0001832	Pc13g09910
N0.HOG0001371	OG0001234	-	53503-Pc.00g018290.m01.polypeptide.OG0001833	Pc13g09830
N0.HOG0001372	OG0001235	-	53503-Pc.00g018310.m01.polypeptide.OG0001834	Pc13g09800
N0.HOG0001373	OG0001236	-	53503-Pc.00g018320.m01.polypeptide.OG0001835	Pc13g09790
N0.HOG0001374	OG0001237	-	53503-Pc.00g018390.m01.polypeptide.OG0001837	Pc13g09720
N0.HOG0001375	OG0001238	-	53503-Pc.00g018450.m01.polypeptide.OG0001840	Pc13g09650
N0.HOG0001376	OG0001239	-	53503-Pc.00g018460.m01.polypeptide.OG0001841	Pc13g09640
N0.HOG0001377	OG0001240	-	53503-Pc.00g018470.m01.polypeptide.OG0001842	Pc13g09630
N0.HOG0001378	OG0001241	-	53503-Pc.00g018490.m01.polypeptide.OG0001843	Pc13g09610
N0.HOG0001379	OG0001242	-	53503-Pc.00g018500.m01.polypeptide.OG0001844	Pc13g09580
N0.HOG0001380	OG0001243	-	53503-Pc.00g018510.m01.polypeptide.OG0001845	Pc13g09570
N0.HOG0001381	OG0001244	-	53503-Pc.00g018520.m01.polypeptide.OG0001846	Pc13g09560
N0.HOG0001382	OG0001245	-	53503-Pc.00g018530.m01.polypeptide.OG0001847	Pc13g09550
N0.HOG0001383	OG0001246	-	53503-Pc.00g018540.m01.polypeptide.OG0001848	Pc13g09540
N0.HOG0001384	OG0001247	-	53503-Pc.00g023520.m01.polypeptide.OG0001850	Pc16g08530
N0.HOG0001385	OG0001248	-	53503-Pc.00g023480.m01.polypeptide.OG0001853	Pc16g08500
N0.HOG0001386	OG0001249	-	53503-Pc.00g023450.m01.polypeptide.OG0001854	Pc16g08470
N0.HOG0001387	OG0001250	-	53503-Pc.00g069000.m01.polypeptide.OG0001855	Pc16g09150
N0.HOG0001388	OG0001251	-	53503-Pc.00g069010.m01.polypeptide.OG0001856	Pc16g09170
N0.HOG0001389	OG0001252	-	53503-Pc.00g069020.m01.polypeptide.OG0001857	Pc16g09180
N0.HOG0001390	OG0001253	-	53503-Pc.00g069030.m01.polypeptide.OG0001858	Pc16g09190
N0.HOG0001391	OG0001254	-	53503-Pc.00g069040.m01.polypeptide.OG0001859	Pc16g09200
N0.HOG0001392	OG0001255	-	53503-Pc.00g069050.m01.polypeptide.OG0001860	Pc16g09210
N0.HOG0001393	OG0001256	-	53503-Pc.00g069100.m01.polypeptide.OG0001861	Pc16g09250
N0.HOG0001394	OG0001257	-	53503-Pc.00g069110.m01.polypeptide.OG0001862	Pc16g09260
N0.HOG0001395	OG0001258	-	53503-Pc.00g069120.m01.polypeptide.OG0001863	Pc22g00340
N0.HOG0001396	OG0001259	-	53503-Pc.00g069140.m01.polypeptide.OG0001864	Pc16g09290
N0.HOG0001397	OG0001260	-	53503-Pc.00g071990.m01.polypeptide.OG0001865	Pc16g09320
N0.HOG0001398	OG0001261	-	53503-Pc.00g071980.m01.polypeptide.OG0001866	Pc16g09330
N0.HOG0001399	OG0001262	-	53503-Pc.00g067860.m01.polypeptide.OG0001869	Pc16g09560
N0.HOG0001400	OG0001263	-	53503-Pc.00g067820.m01.polypeptide.OG0001870	Pc16g09610
N0.HOG0001401	OG0001264	-	53503-Pc.00g067810.m01.polypeptide.OG0001871	Pc16g09620
N0.HOG0001402	OG0001265	-	53503-Pc.00g070190.m01.polypeptide.OG0001872	Pc22g18200
N0.HOG0001403	OG0001266	-	53503-Pc.00g015880.m01.polypeptide.OG0001874	Pc22g18110
N0.HOG0001404	OG0001267	-	53503-Pc.00g015910.m01.polypeptide.OG0001875	Pc22g18050
N0.HOG0001405	OG0001268	-	53503-Pc.00g015920.m01.polypeptide.OG0001876	Pc22g18030
N0.HOG0001406	OG0001269	-	53503-Pc.00g015930.m01.polypeptide.OG0001877	Pc22g18020
N0.HOG0001407	OG0001270	-	53503-Pc.00g015980.m01.polypeptide.OG0001878	Pc22g17960
N0.HOG0001408	OG0001271	-	53503-Pc.00g007060.m01.polypeptide.OG0001881	Pc22g17880
N0.HOG0001409	OG0001272	-	53503-Pc.00g007040.m01.polypeptide.OG0001882	Pc22g17900
N0.HOG0001410	OG0001273	-	53503-Pc.00g007070.m01.polypeptide.OG0001883	Pc22g17870
N0.HOG0001411	OG0001274	-	53503-Pc.00g007080.m01.polypeptide.OG0001884	Pc22g17830
N0.HOG0001412	OG0001275	-	53503-Pc.00g007100.m01.polypeptide.OG0001885	Pc22g17810
N0.HOG0001413	OG0001276	-	53503-Pc.00g007110.m01.polypeptide.OG0001886	Pc22g17800
N0.HOG0001414	OG0001277	-	53503-Pc.00g007120.m01.polypeptide.OG0001887	Pc22g17790
N0.HOG0001415	OG0001278	-	53503-Pc.00g007130.m01.polypeptide.OG0001888	Pc22g17780
N0.HOG0001416	OG0001279	-	53503-Pc.00g007150.m01.polypeptide.OG0001890	Pc22g17750
N0.HOG0001417	OG0001280	-	53503-Pc.00g007170.m01.polypeptide.OG0001891	Pc22g17720
N0.HOG0001418	OG0001281	-	53503-Pc.00g007330.m01.polypeptide.OG0001895	Pc22g17470
N0.HOG0001419	OG0001282	-	53503-Pc.00g007320.m01.polypeptide.OG0001896	Pc22g17480
N0.HOG0001420	OG0001283	-	53503-Pc.00g007310.m01.polypeptide.OG0001897	Pc22g17490
N0.HOG0001421	OG0001284	-	53503-Pc.00g007290.m01.polypeptide.OG0001898	Pc22g17550
N0.HOG0001422	OG0001285	-	53503-Pc.00g007270.m01.polypeptide.OG0001899	Pc22g17610
N0.HOG0001423	OG0001286	-	53503-Pc.00g007470.m01.polypeptide.OG0001901	Pc22g17330
N0.HOG0001424	OG0001287	-	53503-Pc.00g007480.m01.polypeptide.OG0001902	Pc22g17310
N0.HOG0001425	OG0001288	-	53503-Pc.00g007490.m01.polypeptide.OG0001903	Pc22g17300
N0.HOG0001426	OG0001289	-	53503-Pc.00g096450.m01.polypeptide.OG0001904	Pc22g17290
N0.HOG0001427	OG0001290	-	53503-Pc.00g096430.m01.polypeptide.OG0001905	Pc22g17270
N0.HOG0001428	OG0001291	-	53503-Pc.00g028140.m01.polypeptide.OG0001909	Pc22g24460
N0.HOG0001429	OG0001292	-	53503-Pc.00g028200.m01.polypeptide.OG0001910	Pc22g24400
N0.HOG0001430	OG0001293	-	53503-Pc.00g028180.m01.polypeptide.OG0001911	Pc22g24420
N0.HOG0001431	OG0001294	-	53503-Pc.00g028160.m01.polypeptide.OG0001912	Pc22g24440
N0.HOG0001432	OG0001295	-	53503-Pc.00g028210.m01.polypeptide.OG0001914	Pc22g24390
N0.HOG0001433	OG0001296	-	53503-Pc.00g028230.m01.polypeptide.OG0001916	Pc22g24370
N0.HOG0001434	OG0001297	-	53503-Pc.00g028240.m01.polypeptide.OG0001917	Pc22g24360
N0.HOG0001435	OG0001298	-	53503-Pc.00g028250.m01.polypeptide.OG0001918	Pc22g24350
N0.HOG0001436	OG0001299	-	53503-Pc.00g008090.m01.polypeptide.OG0001921	Pc22g23390
N0.HOG0001437	OG0001300	-	53503-Pc.00g049570.m01.polypeptide.OG0001923	Pc22g23440
N0.HOG0001438	OG0001301	-	53503-Pc.00g049560.m01.polypeptide.OG0001924	Pc22g23450
N0.HOG0001439	OG0001302	-	53503-Pc.00g049540.m01.polypeptide.OG0001926	Pc22g23470
N0.HOG0001440	OG0001303	-	53503-Pc.00g049530.m01.polypeptide.OG0001927	Pc22g23480
N0.HOG0001441	OG0001304	-	53503-Pc.00g049520.m01.polypeptide.OG0001928	Pc22g23490
N0.HOG0001442	OG0001305	-	53503-Pc.00g049470.m01.polypeptide.OG0001929	Pc22g23550
N0.HOG0001443	OG0001306	-	53503-Pc.00g049460.m01.polypeptide.OG0001930	Pc22g23560
N0.HOG0001444	OG0001307	-	53503-Pc.00g049450.m01.polypeptide.OG0001931	Pc22g23570
N0.HOG0001445	OG0001308	-	53503-Pc.00g049430.m01.polypeptide.OG0001932	Pc22g23600
N0.HOG0001446	OG0001309	-	53503-Pc.00g049410.m01.polypeptide.OG0001933	Pc22g23620
N0.HOG0001447	OG0001310	-	53503-Pc.00g049380.m01.polypeptide.OG0001934	Pc22g23660
N0.HOG0001448	OG0001311	-	53503-Pc.00g064430.m01.polypeptide.OG0001937	Pc22g23770
N0.HOG0001449	OG0001312	-	53503-Pc.00g064420.m01.polypeptide.OG0001938	Pc22g23780
N0.HOG0001450	OG0001313	-	53503-Pc.00g064410.m01.polypeptide.OG0001939	Pc22g23790
N0.HOG0001451	OG0001314	-	53503-Pc.00g064400.m01.polypeptide.OG0001940	Pc22g23800
N0.HOG0001452	OG0001315	-	53503-Pc.00g064360.m01.polypeptide.OG0001942	Pc22g23840
N0.HOG0001453	OG0001316	-	53503-Pc.00g064350.m01.polypeptide.OG0001943	Pc22g23860
N0.HOG0001454	OG0001317	-	53503-Pc.00g050710.m01.polypeptide.OG0001944	Pc22g23880
N0.HOG0001455	OG0001318	-	53503-Pc.00g050680.m01.polypeptide.OG0001945	Pc22g23940
N0.HOG0001456	OG0001319	-	53503-Pc.00g050670.m01.polypeptide.OG0001946	Pc22g23950
N0.HOG0001457	OG0001320	-	53503-Pc.00g050640.m01.polypeptide.OG0001948	Pc22g23980
N0.HOG0001458	OG0001321	-	53503-Pc.00g050630.m01.polypeptide.OG0001949	Pc22g23990
N0.HOG0001459	OG0001322	-	53503-Pc.00g050600.m01.polypeptide.OG0001951	Pc22g24020
N0.HOG0001460	OG0001323	-	53503-Pc.00g098530.m01.polypeptide.OG0001953	Pc13g02670
N0.HOG0001461	OG0001324	-	53503-Pc.00g084470.m01.polypeptide.OG0001956	Pc13g02710
N0.HOG0001462	OG0001325	-	53503-Pc.00g084460.m01.polypeptide.OG0001957	Pc13g02720
N0.HOG0001463	OG0001326	-	53503-Pc.00g084450.m01.polypeptide.OG0001958	Pc13g02730
N0.HOG0001464	OG0001327	-	53503-Pc.00g084440.m01.polypeptide.OG0001959	Pc13g02740
N0.HOG0001465	OG0001328	-	53503-Pc.00g084430.m01.polypeptide.OG0001960	Pc13g02750
N0.HOG0001466	OG0001329	-	53503-Pc.00g084420.m01.polypeptide.OG0001961	Pc13g02760
N0.HOG0001467	OG0001330	-	53503-Pc.00g084390.m01.polypeptide.OG0001963	Pc13g02790
N0.HOG0001468	OG0001331	-	53503-Pc.00g061800.m01.polypeptide.OG0001964	Pc13g02820
N0.HOG0001469	OG0001332	-	53503-Pc.00g061840.m01.polypeptide.OG0001966	Pc13g02860
N0.HOG0001470	OG0001333	-	53503-Pc.00g061850.m01.polypeptide.OG0001967	Pc13g02880
N0.HOG0001471	OG0001334	-	53503-Pc.00g061860.m01.polypeptide.OG0001968	Pc13g02890
N0.HOG0001472	OG0001335	-	53503-Pc.00g061880.m01.polypeptide.OG0001969	Pc13g02920
N0.HOG0001473	OG0001336	-	53503-Pc.00g061920.m01.polypeptide.OG0001971	Pc13g02960
N0.HOG0001474	OG0001337	-	53503-Pc.00g061930.m01.polypeptide.OG0001972	Pc13g02970
N0.HOG0001475	OG0001338	-	53503-Pc.00g061940.m01.polypeptide.OG0001973	Pc13g02980
N0.HOG0001476	OG0001339	-	53503-Pc.00g061960.m01.polypeptide.OG0001975	Pc13g03000
N0.HOG0001477	OG0001340	-	53503-Pc.00g056200.m01.polypeptide.OG0001977	Pc13g03050
N0.HOG0001478	OG0001341	-	53503-Pc.00g056190.m01.polypeptide.OG0001978	Pc13g03060
N0.HOG0001479	OG0001342	-	53503-Pc.00g056130.m01.polypeptide.OG0001979	Pc13g03140
N0.HOG0001480	OG0001343	-	53503-Pc.00g056100.m01.polypeptide.OG0001980	Pc14g02020
N0.HOG0001481	OG0001344	-	53503-Pc.00g056090.m01.polypeptide.OG0001981	Pc14g02010
N0.HOG0001482	OG0001345	-	53503-Pc.00g056080.m01.polypeptide.OG0001982	Pc14g02000
N0.HOG0001483	OG0001346	-	53503-Pc.00g056050.m01.polypeptide.OG0001983	Pc14g01970
N0.HOG0001484	OG0001347	-	53503-Pc.00g046750.m01.polypeptide.OG0001984	Pc14g01810
N0.HOG0001485	OG0001348	-	53503-Pc.00g046740.m01.polypeptide.OG0001985	Pc14g01820
N0.HOG0001486	OG0001349	-	53503-Pc.00g046710.m01.polypeptide.OG0001986	Pc20g08280
N0.HOG0001487	OG0001350	-	53503-Pc.00g089480.m01.polypeptide.OG0001989	Pc14g01900
N0.HOG0001488	OG0001351	-	53503-Pc.00g089470.m01.polypeptide.OG0001990	Pc14g01910
N0.HOG0001489	OG0001352	-	53503-Pc.00g089450.m01.polypeptide.OG0001992	Pc14g01940
N0.HOG0001490	OG0001353	-	53503-Pc.00g056030.m01.polypeptide.OG0001993	Pc14g01950
N0.HOG0001491	OG0001354	-	53503-Pc.00g056040.m01.polypeptide.OG0001994	Pc14g01960
N0.HOG0001492	OG0001355	-	53503-Pc.00g046810.m01.polypeptide.OG0001995	Pc14g01730
N0.HOG0001493	OG0001356	-	53503-Pc.00g046850.m01.polypeptide.OG0001997	Pc14g01680
N0.HOG0001494	OG0001357	-	53503-Pc.00g046870.m01.polypeptide.OG0001999	Pc14g01650
N0.HOG0001495	OG0001358	-	53503-Pc.00g046880.m01.polypeptide.OG0002000	Pc14g01640
N0.HOG0001496	OG0001359	-	53503-Pc.00g046900.m01.polypeptide.OG0002001	Pc14g01610
N0.HOG0001497	OG0001360	-	53503-Pc.00g033070.m01.polypeptide.OG0002002	Pc14g01540
N0.HOG0001498	OG0001361	-	53503-Pc.00g033020.m01.polypeptide.OG0002003	Pc14g01470
N0.HOG0001499	OG0001362	-	53503-Pc.00g033010.m01.polypeptide.OG0002004	Pc14g01460
N0.HOG0001500	OG0001363	-	53503-Pc.00g033000.m01.polypeptide.OG0002005	Pc14g01450
N0.HOG0001501	OG0001364	-	53503-Pc.00g032980.m01.polypeptide.OG0002007	Pc14g01430
